Country;Subregion;Indicator;Dimension;Category;Sex;Age;Year;Unit of measurement;VALUE;Source;;
Lithuania;Northern Europe;Violent offences;by type of offence;Robbery;Total;Total;2006;Rate per 100;000 population;131;4734318;CTS
Lithuania;Northern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2006;Rate per 100;000 population;1;816349507;CTS
Liechtenstein;Western Europe;Violent offences;by type of offence;Serious assault;Total;Total;2006;Rate per 100;000 population;220;1572552;CTS
Liechtenstein;Western Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2006;Rate per 100;000 population;34;31022159;CTS
Liechtenstein;Western Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2006;Rate per 100;000 population;5;718370264;CTS
Liechtenstein;Western Europe;Violent offences;by type of offence;Robbery;Total;Total;2006;Rate per 100;000 population;11;43674053;CTS
Liechtenstein;Western Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2006;Rate per 100;000 population;0;CTS;
Latvia;Northern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2006;Rate per 100;000 population;69;61600638;CTS
Latvia;Northern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2006;Rate per 100;000 population;14;74115564;CTS
Latvia;Northern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2006;Rate per 100;000 population;5;797588653;CTS
Latvia;Northern Europe;Violent offences;by type of offence;Robbery;Total;Total;2006;Rate per 100;000 population;101;308472;CTS
Latvia;Northern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2006;Rate per 100;000 population;0;359540382;CTS
Italy;Southern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2006;Rate per 100;000 population;101;255452;CTS
Italy;Southern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2006;Rate per 100;000 population;7;70891374;CTS
Italy;Southern Europe;Violent offences;by type of offence;Robbery;Total;Total;2006;Rate per 100;000 population;121;5558873;CTS
Italy;Southern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2006;Rate per 100;000 population;0;47486772;CTS
Ireland;Northern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2006;Rate per 100;000 population;324;7042572;CTS
Ireland;Northern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2006;Rate per 100;000 population;33;44664221;CTS
Ireland;Northern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2006;Rate per 100;000 population;8;769402303;CTS
Ireland;Northern Europe;Violent offences;by type of offence;Robbery;Total;Total;2006;Rate per 100;000 population;58;76208659;CTS
Ireland;Northern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2006;Rate per 100;000 population;1;914613441;CTS
Iceland;Northern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2006;Rate per 100;000 population;18;68366881;CTS
Iceland;Northern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2006;Rate per 100;000 population;93;75198097;CTS
Iceland;Northern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2006;Rate per 100;000 population;24;2185989;CTS
Iceland;Northern Europe;Violent offences;by type of offence;Robbery;Total;Total;2006;Rate per 100;000 population;16;68184715;CTS
Hungary;Eastern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2006;Rate per 100;000 population;114;5226016;CTS
Hungary;Eastern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2006;Rate per 100;000 population;6;493857139;CTS
Hungary;Eastern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2006;Rate per 100;000 population;2;48598117;CTS
Hungary;Eastern Europe;Violent offences;by type of offence;Robbery;Total;Total;2006;Rate per 100;000 population;26;94005971;CTS
Hungary;Eastern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2006;Rate per 100;000 population;0;129280464;CTS
Greece;Southern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2006;Rate per 100;000 population;66;14972905;CTS
Greece;Southern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2006;Rate per 100;000 population;6;213550708;CTS
Greece;Southern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2006;Rate per 100;000 population;1;627145653;CTS
Greece;Southern Europe;Violent offences;by type of offence;Robbery;Total;Total;2006;Rate per 100;000 population;22;2010848;CTS
Greece;Southern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2006;Rate per 100;000 population;0;2503301;CTS
Germany;Western Europe;Violent offences;by type of offence;Serious assault;Total;Total;2006;Rate per 100;000 population;626;9313712;CTS
Germany;Western Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2006;Rate per 100;000 population;64;10895687;CTS
Germany;Western Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2006;Rate per 100;000 population;9;964130725;CTS
Germany;Western Europe;Violent offences;by type of offence;Robbery;Total;Total;2006;Rate per 100;000 population;65;90711547;CTS
Germany;Western Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2006;Rate per 100;000 population;1;958949573;CTS
France;Western Europe;Violent offences;by type of offence;Serious assault;Total;Total;2006;Rate per 100;000 population;267;2116326;CTS
France;Western Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2006;Rate per 100;000 population;37;17184193;CTS
France;Western Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2006;Rate per 100;000 population;15;90663495;CTS
France;Western Europe;Violent offences;by type of offence;Robbery;Total;Total;2006;Rate per 100;000 population;206;7830027;CTS
France;Western Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2006;Rate per 100;000 population;3;719785441;CTS
Finland;Northern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2006;Rate per 100;000 population;584;8234672;CTS
Finland;Northern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2006;Rate per 100;000 population;51;69123959;CTS
Finland;Northern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2006;Rate per 100;000 population;11;61537019;CTS
Finland;Northern Europe;Violent offences;by type of offence;Robbery;Total;Total;2006;Rate per 100;000 population;32;21228273;CTS
Finland;Northern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2006;Rate per 100;000 population;0;18948402;CTS
Estonia;Northern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2006;Rate per 100;000 population;10;44929756;CTS
Estonia;Northern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2006;Rate per 100;000 population;26;23440665;CTS
Estonia;Northern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2006;Rate per 100;000 population;11;33859948;CTS
Estonia;Northern Europe;Violent offences;by type of offence;Robbery;Total;Total;2006;Rate per 100;000 population;74;47903582;CTS
Estonia;Northern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2006;Rate per 100;000 population;0;74108493;CTS
Denmark;Northern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2006;Rate per 100;000 population;213;5814513;CTS
Denmark;Northern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2006;Rate per 100;000 population;9;679861095;CTS
Denmark;Northern Europe;Violent offences;by type of offence;Robbery;Total;Total;2006;Rate per 100;000 population;48;67482334;CTS
Czechia;Eastern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2006;Rate per 100;000 population;186;1513531;CTS
Czechia;Eastern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2006;Rate per 100;000 population;15;68172945;CTS
Czechia;Eastern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2006;Rate per 100;000 population;5;146326072;CTS
Czechia;Eastern Europe;Violent offences;by type of offence;Robbery;Total;Total;2006;Rate per 100;000 population;46;44316529;CTS
Czechia;Eastern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2006;Rate per 100;000 population;0;155360787;CTS
Croatia;Southern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2006;Rate per 100;000 population;24;45786589;CTS
Croatia;Southern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2006;Rate per 100;000 population;13;95631262;CTS
Croatia;Southern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2006;Rate per 100;000 population;4;278410591;CTS
Croatia;Southern Europe;Violent offences;by type of offence;Robbery;Total;Total;2006;Rate per 100;000 population;33;6044548;CTS
Croatia;Southern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2006;Rate per 100;000 population;0;160154407;CTS
Bulgaria;Eastern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2006;Rate per 100;000 population;38;99871839;CTS
Bulgaria;Eastern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2006;Rate per 100;000 population;11;93811574;CTS
Bulgaria;Eastern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2006;Rate per 100;000 population;4;62366499;CTS
Bulgaria;Eastern Europe;Violent offences;by type of offence;Robbery;Total;Total;2006;Rate per 100;000 population;37;67517317;CTS
Bulgaria;Eastern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2006;Rate per 100;000 population;1;638051008;CTS
Bosnia and Herzegovina;Southern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2006;Rate per 100;000 population;39;78305752;CTS
Bosnia and Herzegovina;Southern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2006;Rate per 100;000 population;1;62297931;CTS
Bosnia and Herzegovina;Southern Europe;Violent offences;by type of offence;Robbery;Total;Total;2006;Rate per 100;000 population;20;52890752;CTS
Bosnia and Herzegovina;Southern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2006;Rate per 100;000 population;0;239017034;CTS
Belgium;Western Europe;Violent offences;by type of offence;Serious assault;Total;Total;2006;Rate per 100;000 population;667;5088921;CTS
Belgium;Western Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2006;Rate per 100;000 population;61;1329138;CTS
Belgium;Western Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2006;Rate per 100;000 population;30;29337395;CTS
Belgium;Western Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2006;Rate per 100;000 population;8;616237851;CTS
Belarus;Eastern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2006;Rate per 100;000 population;18;13618827;CTS
Belarus;Eastern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2006;Rate per 100;000 population;7;61134716;CTS
Belarus;Eastern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2006;Rate per 100;000 population;3;709197254;CTS
Belarus;Eastern Europe;Violent offences;by type of offence;Robbery;Total;Total;2006;Rate per 100;000 population;102;9013278;CTS
Belarus;Eastern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2006;Rate per 100;000 population;0;241675742;CTS
Austria;Western Europe;Violent offences;by type of offence;Serious assault;Total;Total;2006;Rate per 100;000 population;43;17261381;CTS
Austria;Western Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2006;Rate per 100;000 population;20;97679698;CTS
Austria;Western Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2006;Rate per 100;000 population;8;44865241;CTS
Austria;Western Europe;Violent offences;by type of offence;Robbery;Total;Total;2006;Rate per 100;000 population;61;49412004;CTS
Austria;Western Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2006;Rate per 100;000 population;0;48278014;CTS
Albania;Southern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2006;Rate per 100;000 population;8;31286759;CTS
Albania;Southern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2006;Rate per 100;000 population;2;840333122;CTS
Albania;Southern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2006;Rate per 100;000 population;1;305900286;CTS
Albania;Southern Europe;Violent offences;by type of offence;Robbery;Total;Total;2006;Rate per 100;000 population;5;354191173;CTS
Albania;Southern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2006;Rate per 100;000 population;0;424417593;CTS
Ukraine;Eastern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2008;Rate per 100;000 population;10;79752902;CTS/DMDB
Ukraine;Eastern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2008;Rate per 100;000 population;4;322044622;CTS/DMDB
Ukraine;Eastern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2008;Rate per 100;000 population;1;906465798;CTS/DMDB
Ukraine;Eastern Europe;Violent offences;by type of offence;Robbery;Total;Total;2008;Rate per 100;000 population;80;7106;CTS
Ukraine;Eastern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2008;Rate per 100;000 population;0;604436316;CTS/DMDB
Switzerland;Western Europe;Violent offences;by type of offence;Serious assault;Total;Total;2008;Rate per 100;000 population;116;6627705;CTS
Switzerland;Western Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2008;Rate per 100;000 population;8;28518557;CTS
