Country,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Score,,
Estonia,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,26,23440665,CTS
Estonia,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,11,33859948,CTS
Estonia,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2006,74,47903582,CTS
Estonia,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,0,74108493,CTS
Denmark,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2006,213,5814513,CTS
Denmark,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,9,679861095,CTS
Denmark,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2006,48,67482334,CTS
Czechia,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2006,186,1513531,CTS
Czechia,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,15,68172945,CTS
Czechia,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,5,146326072,CTS
Czechia,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2006,46,44316529,CTS
Czechia,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,0,155360787,CTS
Croatia,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2006,24,45786589,CTS
Croatia,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,13,95631262,CTS
Croatia,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,4,278410591,CTS
Croatia,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2006,33,6044548,CTS
Croatia,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,0,160154407,CTS
Bulgaria,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2006,38,99871839,CTS
Bulgaria,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,11,93811574,CTS
Bulgaria,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,4,62366499,CTS
Bulgaria,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2006,37,67517317,CTS
Bulgaria,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,1,638051008,CTS
Bosnia and Herzegovina,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2006,39,78305752,CTS
Bosnia and Herzegovina,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,1,62297931,CTS
Bosnia and Herzegovina,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2006,20,52890752,CTS
Bosnia and Herzegovina,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,0,239017034,CTS
Belgium,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2006,667,5088921,CTS
Belgium,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,61,1329138,CTS
Belgium,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,30,29337395,CTS
Belgium,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,8,616237851,CTS
Belarus,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2006,18,13618827,CTS
Belarus,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,7,61134716,CTS
Belarus,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,3,709197254,CTS
Belarus,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2006,102,9013278,CTS
Belarus,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,0,241675742,CTS
Austria,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2006,43,17261381,CTS
Austria,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,20,97679698,CTS
Austria,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,8,44865241,CTS
Austria,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2006,61,49412004,CTS
Austria,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,0,48278014,CTS
Albania,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2006,8,31286759,CTS
Albania,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,2,840333122,CTS
Albania,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,1,305900286,CTS
Albania,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2006,5,354191173,CTS
Albania,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,0,424417593,CTS
Ukraine,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2008,10,79752902,CTS/DMDB
Ukraine,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,4,322044622,CTS/DMDB
Ukraine,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,1,906465798,CTS/DMDB
Ukraine,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2008,80,7106,CTS
Ukraine,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2008,0,604436316,CTS/DMDB
Switzerland,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2008,116,6627705,CTS
Switzerland,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,8,28518557,CTS
Switzerland,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2008,55,36004626,CTS
Switzerland,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2008,4,53614762,CTS
Sweden,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2008,915,5698959,CTS
Sweden,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2008,96,4549843,CTS
Sweden,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,158,9141609,CTS
Sweden,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,53,6160939,CTS
Spain,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2008,158,309941,CTS
Spain,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,25,885572,CTS
Spain,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,5,289912952,CTS
Spain,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2008,0,514447833,CTS
Spain,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2008,155,311338,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2008,105,533776,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,13,64277385,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,2,817529383,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2008,19,8011126,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2008,0,34601238,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2008,50,4294952,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,4,66721809,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,2,815147419,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2008,25,39188889,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2008,0,5556212,CTS
Serbia,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2008,17,46116629,CTS
Serbia,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,4,812306259,CTS
Serbia,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,1,35760016,CTS
Serbia,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2008,45,5466548,CTS
Serbia,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2008,0,176598395,CTS
Russian Federation,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2008,31,71824924,CTS
Russian Federation,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,13,16032297,CTS
Russian Federation,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,4,333719766,CTS
Russian Federation,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2008,170,3030401,CTS
Russian Federation,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2008,0,487264239,CTS
Romania,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2008,45,40190819,CTS
Romania,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,7,518175766,CTS
Romania,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,4,877692579,CTS
Romania,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2008,11,82936468,CTS
Romania,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2008,1,272232808,CTS
Republic of Moldova,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2008,9,360823519,CTS
Republic of Moldova,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,11,52475415,CTS
Republic of Moldova,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,7,440031161,CTS
Republic of Moldova,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2008,4,254919781,CTS
Republic of Moldova,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2008,0,461962719,CTS
Portugal,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2008,316,120941,CTS
Portugal,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,21,24524507,CTS
Portugal,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,2,963574834,CTS
Portugal,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2008,196,8228968,CTS
Portugal,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2008,4,643563115,CTS
Poland,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,8,587789394,CTS
Poland,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,4,200039075,CTS
Poland,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2008,54,97071626,CTS
Poland,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2008,0,96462722,CTS
Norway,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2008,68,72752836,CTS
Norway,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,48,12394179,CTS
Norway,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,19,78615028,CTS
Norway,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2008,33,49392813,CTS
North Macedonia,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2008,10,3032493,CTS
North Macedonia,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,7,497669676,CTS
North Macedonia,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,1,983254559,CTS
North Macedonia,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2008,22,15440459,CTS
North Macedonia,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2008,0,677208874,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2008,416,4930147,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,11,73942343,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2008,79,52025896,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2008,4,587126892,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,63,34460097,CTS
Montenegro,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,5,633240626,CTS
Montenegro,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,2,736145447,CTS
Montenegro,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2008,0,482849197,CTS
Montenegro,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2008,31,54614751,CTS
Malta,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2008,47,86406605,CTS
Malta,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,19,53635349,CTS
Malta,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,4,639883954,CTS
Malta,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2008,35,89804954,CTS
Malta,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2008,0,CTS,
Luxembourg,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2008,477,3353276,CTS
Luxembourg,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,72,72307753,CTS
Luxembourg,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,11,74281988,CTS
Luxembourg,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2008,67,16068916,CTS
Luxembourg,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2008,6,79847467,CTS
Lithuania,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2008,7,812337081,CTS
Lithuania,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,12,69893836,CTS
Lithuania,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,5,104475224,CTS
Lithuania,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2008,107,4429785,CTS
Lithuania,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2008,1,898615785,CTS
Liechtenstein,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2008,248,1039781,CTS
